Length,Diameter,Height,Whole_weight,Shucked_weight,Viscera_weight,Shell_weight,Sex_F,Sex_I,Sex_M
0.21017452411541743,0.36972535125872075,-0.34795016590683375,-0.32316418327749735,-0.3254069357589783,-0.4051299785246662,-0.21213236381488076,False,True,False
-0.41944447738163004,-0.5423861954450139,-0.9360820612294737,-0.6659854064116805,-0.4801264067161434,-0.8209315654807706,-0.7124187112059843,False,True,False
-1.8465808807749362,-1.8598806517948523,-1.6418403356166418,-1.3882497044095137,-1.3546277643001206,-1.346395109436287,-1.391378754093911,True,False,False
-2.098428481373755,-2.113244970323667,-1.75946671468117,-1.4533552185952339,-1.3635970089932896,-1.5337342859769494,-1.46284823229264,False,True,False
-0.2515460769824174,-0.2890218769161986,-0.1126974077777775,-0.4096324443054072,-0.4375224944235906,-0.35029900002496034,-0.17639762471551618,False,False,True
-0.16759687678281104,-0.2890218769161986,-0.46557654497136186,-0.48185887410519046,-0.4532186726366364,-0.34116050360834266,-0.42654079841106807,False,True,False
1.0916411262112828,0.927126852022114,0.9459400038029744,1.1895217478813451,0.6612099804896115,1.2169531354249714,1.4674003738552532,True,False,False
-0.3354952771820237,-0.1876761495046724,-0.34795016590683375,-0.4879625160601017,-0.3298915581055628,-0.36400674464988686,-0.8553576676034427,False,True,False
0.04227612371620477,0.21770676014143156,0.4754344875448625,-0.21635044906655018,-0.17741439832168973,-0.4873764462742254,0.002276070781306547,False,True,False
-0.9651142786790707,-1.099787696208407,-0.9360820612294737,-1.1166376374159621,-1.0541580670789592,-1.1316404436457717,-1.0876334717493124,False,True,False
0.5459713249138418,0.4710710786702469,0.4754344875448625,0.5272765957734727,0.6253330017169355,0.3716422168878363,0.37391735741469784,False,False,True
0.29412372431502376,0.11636103272990543,0.004928971286750633,0.012536124242622224,0.23965547991066852,0.30310349376320367,-0.2836018420136097,False,True,False
0.25214912421522057,0.52174394237601,0.12255535035127811,0.14172987895491074,0.10735912068642593,-0.2086523055673862,0.263139666206668,False,True,False
-0.9231396785792675,-0.998441968796881,-0.8184556821649459,-0.9589602202474212,-0.8680462396957025,-0.894039536813712,-1.0590456804698205,False,True,False
-1.2169618792778891,-1.2518062873256963,-1.17133481935853,-1.2214168243086057,-1.1662736257435717,-1.2961333791448897,-1.1591029499480412,False,True,False
0.16819992401561426,0.11636103272990543,-0.34795016590683375,0.2922863805093888,-0.03390648323098589,-0.062436362901503506,0.46682767907304573,False,False,True
0.6299205251134481,0.6737625334932986,2.122203794448255,0.6635912660998242,0.7239946933417946,0.38991920972107164,0.8599098091660557,False,False,True
1.6792855276085263,1.5858740801970328,1.6516982781901424,2.668637648288176,3.0021828454067196,2.7979130154998293,1.881923347407882,True,False,False
-0.3354952771820237,-0.64373192285654,0.4754344875448625,0.07764163842834247,-0.233472177653996,0.03808709768129103,0.5668849485512666,False,True,False
-0.04167307648340156,-0.2890218769161986,-0.1126974077777775,-0.5052561682656835,-0.4935802737558969,-0.22236005019231275,-0.46227553751043265,False,False,True
-0.7552412781800548,-0.7450776502680656,-0.8184556821649459,-0.9711675041572437,-0.917377085508132,-1.1956099185620954,-0.9018128284326167,False,True,False
0.8397935256124639,0.8764539883163509,0.8283136247384462,0.8609423559752886,0.9908297229635722,0.9610752357596762,0.5633114746413301,False,False,True
0.6718951252132513,0.52174394237601,0.7106872456739187,0.5923821099591929,-0.060814217310492906,1.1301374194671034,0.538297157271775,True,False,False
0.9657173259118734,1.1298183068451662,1.4164455200610868,1.1722280956757631,0.9213180765915121,1.1255681712587946,1.5388698520539825,False,False,True
-0.2095714768826142,-0.23834901321043547,-0.1126974077777775,-0.5693444087922518,-0.6101804547670938,-0.9991322456048154,-0.24072015509437242,False,False,True
0.25214912421522057,0.2683796238471946,0.004928971286750633,-0.16548676610895624,-0.08772195138999968,-0.14925207885937125,-0.18354457253538908,False,False,True
